Team1,Team1Goals,Team2Goals,Team2,Winner,Losser
Azerbaijan,1,1,Macedonia,TIEAzerbaijanMacedonia,TIEAzerbaijanMacedonia
Bahrain,4,0,Turkmenistan,Bahrain,Turkmenistan
Belgium,4,0,SaudiArabia,Belgium,SaudiArabia
BosniaHerzegovina,0,0,Senegal,TIEBosniaHerzegovinaSenegal,TIEBosniaHerzegovinaSenegal
Burma,1,0,Macau,Burma,Macau
CentralAfricanRepublic,3,2,Kenya,CentralAfricanRepublic,Kenya
Denmark,0,0,Chile,TIEDenmarkChile,TIEDenmarkChile
England,1,1,Italy,TIEEnglandItaly,TIEEnglandItaly
Georgia,2,0,Estonia,Georgia,Estonia
Germany,0,1,Brazil,Brazil,Germany
Greece,1,0,Egypt,Greece,Egypt
Hungary,0,1,Scotland,Scotland,Hungary
Iraq,1,1,Syria,TIEIraqSyria,TIEIraqSyria
Jordan,1,1,Vietnam,TIEJordanVietnam,TIEJordanVietnam
KoreaDPR,2,0,HongKong,KoreaDPR,HongKong
Kosovo,2,0,BurkinaFaso,Kosovo,BurkinaFaso
Kyrgyzstan,2,1,India,Kyrgyzstan,India
Laos,2,2,Bangladesh,TIELaosBangladesh,TIELaosBangladesh
Lebanon,2,1,Malaysia,Lebanon,Malaysia
Luxembourg,0,4,Austria,Austria,Luxembourg
Maldives,7,0,Bhutan,Maldives,Bhutan
Mexico,0,1,Croatia,Croatia,Mexico
Moldova,1,2,IvoryCoast,IvoryCoast,Moldova
Mongolia,0,2,Mauritius,Mauritius,Mongolia
Montenegro,2,2,Turkey,TIEMontenegroTurkey,TIEMontenegroTurkey
Morocco,2,0,Uzbekistan,Morocco,Uzbekistan
Namibia,2,1,Lesotho,Namibia,Lesotho
Oman,1,0,Palestine,Oman,Palestine
Peru,3,1,Iceland,Peru,Iceland
Philippines,2,1,Tajikistan,Philippines,Tajikistan
Poland,3,2,SouthKorea,Poland,SouthKorea
Romania,1,0,Sweden,Romania,Sweden
Russia,1,3,France,France,Russia
Serbia,2,0,Nigeria,Serbia,Nigeria
Seychelles,0,0,Swaziland,TIESeychellesSwaziland,TIESeychellesSwaziland
Slovenia,0,2,Belarus,Belarus,Slovenia
Spain,6,1,Argentina,Spain,Argentina
Switzerland,6,0,Panama,Switzerland,Panama
Taiwan,1,0,Singapore,Taiwan,Singapore
Tanzania,2,0,CongoDR,Tanzania,CongoDR
Tunisia,1,0,CostaRica,Tunisia,CostaRica
Uganda,0,0,Malawi,TIEUgandaMalawi,TIEUgandaMalawi
Ukraine,2,1,Japan,Ukraine,Japan
USA,1,0,Paraguay,USA,Paraguay
Yemen,2,1,Nepal,Yemen,Nepal
Malaysia,7,0,Bhutan,Malaysia,Bhutan
TrinidadandTobago,0,1,Panama,Panama,TrinidadandTobago
Zimbabwe,0,1,Botswana,Botswana,Zimbabwe
StKittsandNevis,1,3,Jamaica,Jamaica,StKittsandNevis
AntiguaandBarbuda,0,2,Jamaica,Jamaica,AntiguaandBarbuda
Iraq,0,0,Palestine,TIEIraqPalestine,TIEIraqPalestine
Algeria,0,2,SaudiArabia,SaudiArabia,Algeria
Kuwait,2,0,Palestine,Kuwait,Palestine
SaudiArabia,2,0,Greece,SaudiArabia,Greece
Iran,1,0,Uzbekistan,Iran,Uzbekistan
Jordan,3,0,Cyprus,Jordan,Cyprus
Kuwait,1,1,Egypt,TIEKuwaitEgypt,TIEKuwaitEgypt
Kenya,0,1,Swaziland,Swaziland,Kenya
China,1,0,Burma,China,Burma
Cameroon,0,1,BurkinaFaso,BurkinaFaso,Cameroon
Niger,3,3,CentralAfricanRepublic,TIENigerCentralAfricanRepublic,TIENigerCentralAfricanRepublic
Madagascar,2,1,Mozambique,Madagascar,Mozambique
Comoros,1,1,Seychelles,TIEComorosSeychelles,TIEComorosSeychelles
USA,3,0,Bolivia,USA,Bolivia
Nigeria,1,1,CongoDR,TIENigeriaCongoDR,TIENigeriaCongoDR
Kenya,1,0,EquatorialGuinea,Kenya,EquatorialGuinea
Portugal,2,2,Tunisia,TIEPortugalTunisia,TIEPortugalTunisia
Italy,2,1,SaudiArabia,Italy,SaudiArabia
France,2,0,Ireland,France,Ireland
Mexico,0,0,Wales,TIEMexicoWales,TIEMexicoWales
Turkey,2,1,Iran,Turkey,Iran
SouthKorea,2,0,Honduras,SouthKorea,Honduras
BosniaHerzegovina,0,0,Montenegro,TIEBosniaHerzegovinaMontenegro,TIEBosniaHerzegovinaMontenegro
Malawi,0,1,Mauritius,Mauritius,Malawi
Angola,1,2,Botswana,Botswana,Angola
Argentina,4,0,Haiti,Argentina,Haiti
Albania,0,3,Kosovo,Kosovo,Albania
Armenia,1,1,Malta,TIEArmeniaMalta,TIEArmeniaMalta
Azerbaijan,3,0,Kyrgyzstan,Azerbaijan,Kyrgyzstan
Peru,2,0,Scotland,Peru,Scotland
Panama,0,0,NorthernIreland,TIEPanamaNorthernIreland,TIEPanamaNorthernIreland
Madagascar,1,1,Seychelles,TIEMadagascarSeychelles,TIEMadagascarSeychelles
Comoros,0,3,Mozambique,Mozambique,Comoros
Japan,0,2,Ghana,Ghana,Japan
CentralAfricanRepublic,1,0,Uganda,CentralAfricanRepublic,Uganda
Austria,1,0,Russia,Austria,Russia
Malawi,1,1,Botswana,TIEMalawiBotswana,TIEMalawiBotswana
Angola,1,0,Mauritius,Angola,Mauritius
Estonia,2,0,Lithuania,Estonia,Lithuania
Ukraine,0,0,Morocco,TIEUkraineMorocco,TIEUkraineMorocco
Romania,3,2,Chile,Romania,Chile
Luxembourg,0,0,Senegal,TIELuxembourgSenegal,TIELuxembourgSenegal
Mozambique,2,1,Seychelles,Mozambique,Seychelles
Comoros,0,1,Madagascar,Madagascar,Comoros
Slovakia,1,1,Netherlands,TIESlovakiaNetherlands,TIESlovakiaNetherlands
France,3,1,Italy,France,Italy
Turkey,2,2,Tunisia,TIETurkeyTunisia,TIETurkeyTunisia
SouthKorea,1,3,BosniaHerzegovina,BosniaHerzegovina,SouthKorea
CzechRepublic,0,4,Australia,Australia,CzechRepublic
Algeria,2,3,CapeVerde,CapeVerde,Algeria
Colombia,0,0,Egypt,TIEColombiaEgypt,TIEColombiaEgypt
Malta,0,1,Georgia,Georgia,Malta
Botswana,6,0,Mauritius,Botswana,Mauritius
Angola,0,0,Malawi,TIEAngolaMalawi,TIEAngolaMalawi
India,5,0,Taiwan,India,Taiwan
ElSalvador,1,0,Honduras,ElSalvador,Honduras
Thailand,0,2,China,China,Thailand
England,2,1,Nigeria,England,Nigeria
Montenegro,0,2,Slovenia,Slovenia,Montenegro
Mexico,1,0,Scotland,Mexico,Scotland
Sweden,0,0,Denmark,TIESwedenDenmark,TIESwedenDenmark
Ireland,2,1,USA,Ireland,USA
Belgium,0,0,Portugal,TIEBelgiumPortugal,TIEBelgiumPortugal
Austria,2,1,Germany,Austria,Germany
Niger,2,1,Uganda,Niger,Uganda
Iceland,2,3,Norway,Norway,Iceland
Zambia,0,0,Namibia,TIEZambiaNamibia,TIEZambiaNamibia
Lesotho,1,0,Swaziland,Lesotho,Swaziland
Latvia,1,0,Estonia,Latvia,Estonia
Kenya,2,1,NewZealand,Kenya,NewZealand
Albania,1,4,Ukraine,Ukraine,Albania
SaudiArabia,0,3,Peru,Peru,SaudiArabia
Spain,1,1,Switzerland,TIESpainSwitzerland,TIESpainSwitzerland
Croatia,0,2,Brazil,Brazil,Croatia
CostaRica,3,0,NorthernIreland,CostaRica,NorthernIreland
Barbados,0,0,Belize,TIEBarbadosBelize,TIEBarbadosBelize
Andorra,0,0,CapeVerde,TIEAndorraCapeVerde,TIEAndorraCapeVerde
SouthAfrica,0,0,Madagascar,TIESouthAfricaMadagascar,TIESouthAfricaMadagascar
Zimbabwe,1,1,Botswana,TIEZimbabweBotswana,TIEZimbabweBotswana
Italy,1,1,Netherlands,TIEItalyNetherlands,TIEItalyNetherlands
Serbia,0,1,Chile,Chile,Serbia
Slovakia,1,2,Morocco,Morocco,Slovakia
Armenia,0,0,Moldova,TIEArmeniaMoldova,TIEArmeniaMoldova
India,3,0,Kenya,India,Kenya
Russia,1,1,Turkey,TIERussiaTurkey,TIERussiaTurkey
Romania,2,0,Finland,Romania,Finland
Luxembourg,1,0,Georgia,Luxembourg,Georgia
Kazakhstan,3,0,Azerbaijan,Kazakhstan,Azerbaijan
Martinique,3,0,FrenchGuyana,Martinique,FrenchGuyana
Lithuania,1,1,Latvia,TIELithuaniaLatvia,TIELithuaniaLatvia
Taiwan,0,1,NewZealand,NewZealand,Taiwan
SouthAfrica,4,1,Namibia,SouthAfrica,Namibia
Swaziland,0,2,Botswana,Botswana,Swaziland
Norway,1,0,Panama,Norway,Panama
CzechRepublic,1,0,Nigeria,CzechRepublic,Nigeria
Belgium,3,0,Egypt,Belgium,Egypt
Belarus,1,1,Hungary,TIEBelarusHungary,TIEBelarusHungary
Zambia,1,0,Madagascar,Zambia,Madagascar
Lesotho,0,0,Zimbabwe,TIELesothoZimbabwe,TIELesothoZimbabwe
England,2,0,CostaRica,England,CostaRica
Uruguay,3,0,Uzbekistan,Uruguay,Uzbekistan
Portugal,3,0,Algeria,Portugal,Algeria
SouthKorea,0,0,Bolivia,TIESouthKoreaBolivia,TIESouthKoreaBolivia
Iceland,2,2,Ghana,TIEIcelandGhana,TIEIcelandGhana
Guadeloupe,0,2,FrenchGuyana,FrenchGuyana,Guadeloupe
India,1,2,NewZealand,NewZealand,India
Germany,2,1,SaudiArabia,Germany,SaudiArabia
Croatia,2,1,Senegal,Croatia,Senegal
Switzerland,2,0,Japan,Switzerland,Japan
Lithuania,0,1,Iran,Iran,Lithuania
Poland,2,2,Chile,TIEPolandChile,TIEPolandChile
Taiwan,0,4,Kenya,Kenya,Taiwan
Serbia,5,1,Bolivia,Serbia,Bolivia
Denmark,2,0,Mexico,Denmark,Mexico
Sweden,0,0,Peru,TIESwedenPeru,TIESwedenPeru
Hungary,1,2,Australia,Australia,Hungary
Estonia,1,3,Morocco,Morocco,Estonia
Latvia,1,3,Azerbaijan,Azerbaijan,Latvia
Finland,2,0,Belarus,Finland,Belarus
Tunisia,0,1,Spain,Spain,Tunisia
France,1,1,USA,TIEFranceUSA,TIEFranceUSA
Austria,0,3,Brazil,Brazil,Austria
SouthKorea,0,2,Senegal,Senegal,SouthKorea
Belgium,4,1,CostaRica,Belgium,CostaRica
Japan,4,2,Paraguay,Japan,Paraguay
Poland,4,0,Lithuania,Poland,Lithuania
Russia,5,0,SaudiArabia,Russia,SaudiArabia
Egypt,0,1,Uruguay,Uruguay,Egypt
Morocco,0,1,Iran,Iran,Morocco
Portugal,3,3,Spain,TIEPortugalSpain,TIEPortugalSpain
France,2,1,Australia,France,Australia
Argentina,1,1,Iceland,TIEArgentinaIceland,TIEArgentinaIceland
Peru,0,1,Denmark,Denmark,Peru
Croatia,2,0,Nigeria,Croatia,Nigeria
CostaRica,0,1,Serbia,Serbia,CostaRica
Germany,0,1,Mexico,Mexico,Germany
Brazil,1,1,Switzerland,TIEBrazilSwitzerland,TIEBrazilSwitzerland
Sweden,1,0,SouthKorea,Sweden,SouthKorea
Belgium,3,0,Panama,Belgium,Panama
Tunisia,1,2,England,England,Tunisia
Colombia,1,2,Japan,Japan,Colombia
Poland,1,2,Senegal,Senegal,Poland
Russia,3,1,Egypt,Russia,Egypt
Portugal,1,0,Morocco,Portugal,Morocco
Uruguay,1,0,SaudiArabia,Uruguay,SaudiArabia
Iran,0,1,Spain,Spain,Iran

